task_id,native_lang,target_lang,topic_id,template,slug,title,output_path
1,en,es,1,how-to-say,how-to-say-i-love-you-in-spanish,"How to Say I Love You in Spanish",src/content/articles/en/es/how-to-say-i-love-you-in-spanish.mdx
2,en,es,2,phrases-list,spanish-pet-names-for-your-partner,"Spanish Pet Names for Your Partner",src/content/articles/en/es/spanish-pet-names-for-your-partner.mdx
3,en,es,3,phrases-list,essential-spanish-phrases-for-couples,"Essential Spanish Phrases for Couples",src/content/articles/en/es/essential-spanish-phrases-for-couples.mdx
4,en,es,4,practical-guide,meeting-your-partners-spanish-family,"Meeting Your Partner's Spanish Family",src/content/articles/en/es/meeting-your-partners-spanish-family.mdx
5,en,es,5,phrases-list,spanish-greetings-and-farewells,"Spanish Greetings and Farewells",src/content/articles/en/es/spanish-greetings-and-farewells.mdx
6,en,es,6,phrases-list,spanish-date-night-vocabulary,"Spanish Date Night Vocabulary",src/content/articles/en/es/spanish-date-night-vocabulary.mdx
7,en,es,7,phrases-list,romantic-spanish-phrases-for-every-occasion,"Romantic Spanish Phrases for Every Occasion",src/content/articles/en/es/romantic-spanish-phrases-for-every-occasion.mdx
8,en,es,8,grammar-guide,spanish-pronunciation-guide-for-beginners,"Spanish Pronunciation Guide for Beginners",src/content/articles/en/es/spanish-pronunciation-guide-for-beginners.mdx
9,en,es,9,grammar-guide,spanish-grammar-basics-for-beginners,"Spanish Grammar Basics for Beginners",src/content/articles/en/es/spanish-grammar-basics-for-beginners.mdx
10,en,es,10,comparison,is-spanish-hard-to-learn,"Is Spanish Hard to Learn?",src/content/articles/en/es/is-spanish-hard-to-learn.mdx
11,en,fr,1,how-to-say,how-to-say-i-love-you-in-french,"How to Say I Love You in French",src/content/articles/en/fr/how-to-say-i-love-you-in-french.mdx
12,en,fr,2,phrases-list,french-pet-names-for-your-partner,"French Pet Names for Your Partner",src/content/articles/en/fr/french-pet-names-for-your-partner.mdx
13,en,fr,3,phrases-list,essential-french-phrases-for-couples,"Essential French Phrases for Couples",src/content/articles/en/fr/essential-french-phrases-for-couples.mdx
14,en,fr,4,practical-guide,meeting-your-partners-french-family,"Meeting Your Partner's French Family",src/content/articles/en/fr/meeting-your-partners-french-family.mdx
15,en,fr,5,phrases-list,french-greetings-and-farewells,"French Greetings and Farewells",src/content/articles/en/fr/french-greetings-and-farewells.mdx
16,en,fr,6,phrases-list,french-date-night-vocabulary,"French Date Night Vocabulary",src/content/articles/en/fr/french-date-night-vocabulary.mdx
17,en,fr,7,phrases-list,romantic-french-phrases-for-every-occasion,"Romantic French Phrases for Every Occasion",src/content/articles/en/fr/romantic-french-phrases-for-every-occasion.mdx
18,en,fr,8,grammar-guide,french-pronunciation-guide-for-beginners,"French Pronunciation Guide for Beginners",src/content/articles/en/fr/french-pronunciation-guide-for-beginners.mdx
19,en,fr,9,grammar-guide,french-grammar-basics-for-beginners,"French Grammar Basics for Beginners",src/content/articles/en/fr/french-grammar-basics-for-beginners.mdx
20,en,fr,10,comparison,is-french-hard-to-learn,"Is French Hard to Learn?",src/content/articles/en/fr/is-french-hard-to-learn.mdx
21,en,de,1,how-to-say,how-to-say-i-love-you-in-german,"How to Say I Love You in German",src/content/articles/en/de/how-to-say-i-love-you-in-german.mdx
22,en,de,2,phrases-list,german-pet-names-for-your-partner,"German Pet Names for Your Partner",src/content/articles/en/de/german-pet-names-for-your-partner.mdx
23,en,de,3,phrases-list,essential-german-phrases-for-couples,"Essential German Phrases for Couples",src/content/articles/en/de/essential-german-phrases-for-couples.mdx
24,en,de,4,practical-guide,meeting-your-partners-german-family,"Meeting Your Partner's German Family",src/content/articles/en/de/meeting-your-partners-german-family.mdx
25,en,de,5,phrases-list,german-greetings-and-farewells,"German Greetings and Farewells",src/content/articles/en/de/german-greetings-and-farewells.mdx
26,en,de,6,phrases-list,german-date-night-vocabulary,"German Date Night Vocabulary",src/content/articles/en/de/german-date-night-vocabulary.mdx
27,en,de,7,phrases-list,romantic-german-phrases-for-every-occasion,"Romantic German Phrases for Every Occasion",src/content/articles/en/de/romantic-german-phrases-for-every-occasion.mdx
28,en,de,8,grammar-guide,german-pronunciation-guide-for-beginners,"German Pronunciation Guide for Beginners",src/content/articles/en/de/german-pronunciation-guide-for-beginners.mdx
29,en,de,9,grammar-guide,german-grammar-basics-for-beginners,"German Grammar Basics for Beginners",src/content/articles/en/de/german-grammar-basics-for-beginners.mdx
30,en,de,10,comparison,is-german-hard-to-learn,"Is German Hard to Learn?",src/content/articles/en/de/is-german-hard-to-learn.mdx
31,en,it,1,how-to-say,how-to-say-i-love-you-in-italian,"How to Say I Love You in Italian",src/content/articles/en/it/how-to-say-i-love-you-in-italian.mdx
32,en,it,2,phrases-list,italian-pet-names-for-your-partner,"Italian Pet Names for Your Partner",src/content/articles/en/it/italian-pet-names-for-your-partner.mdx
33,en,it,3,phrases-list,essential-italian-phrases-for-couples,"Essential Italian Phrases for Couples",src/content/articles/en/it/essential-italian-phrases-for-couples.mdx
34,en,it,4,practical-guide,meeting-your-partners-italian-family,"Meeting Your Partner's Italian Family",src/content/articles/en/it/meeting-your-partners-italian-family.mdx
35,en,it,5,phrases-list,italian-greetings-and-farewells,"Italian Greetings and Farewells",src/content/articles/en/it/italian-greetings-and-farewells.mdx
36,en,it,6,phrases-list,italian-date-night-vocabulary,"Italian Date Night Vocabulary",src/content/articles/en/it/italian-date-night-vocabulary.mdx
37,en,it,7,phrases-list,romantic-italian-phrases-for-every-occasion,"Romantic Italian Phrases for Every Occasion",src/content/articles/en/it/romantic-italian-phrases-for-every-occasion.mdx
38,en,it,8,grammar-guide,italian-pronunciation-guide-for-beginners,"Italian Pronunciation Guide for Beginners",src/content/articles/en/it/italian-pronunciation-guide-for-beginners.mdx
39,en,it,9,grammar-guide,italian-grammar-basics-for-beginners,"Italian Grammar Basics for Beginners",src/content/articles/en/it/italian-grammar-basics-for-beginners.mdx
40,en,it,10,comparison,is-italian-hard-to-learn,"Is Italian Hard to Learn?",src/content/articles/en/it/is-italian-hard-to-learn.mdx
41,en,pt,1,how-to-say,how-to-say-i-love-you-in-portuguese,"How to Say I Love You in Portuguese",src/content/articles/en/pt/how-to-say-i-love-you-in-portuguese.mdx
42,en,pt,2,phrases-list,portuguese-pet-names-for-your-partner,"Portuguese Pet Names for Your Partner",src/content/articles/en/pt/portuguese-pet-names-for-your-partner.mdx
43,en,pt,3,phrases-list,essential-portuguese-phrases-for-couples,"Essential Portuguese Phrases for Couples",src/content/articles/en/pt/essential-portuguese-phrases-for-couples.mdx
44,en,pt,4,practical-guide,meeting-your-partners-portuguese-family,"Meeting Your Partner's Portuguese Family",src/content/articles/en/pt/meeting-your-partners-portuguese-family.mdx
45,en,pt,5,phrases-list,portuguese-greetings-and-farewells,"Portuguese Greetings and Farewells",src/content/articles/en/pt/portuguese-greetings-and-farewells.mdx
46,en,pt,6,phrases-list,portuguese-date-night-vocabulary,"Portuguese Date Night Vocabulary",src/content/articles/en/pt/portuguese-date-night-vocabulary.mdx
47,en,pt,7,phrases-list,romantic-portuguese-phrases-for-every-occasion,"Romantic Portuguese Phrases for Every Occasion",src/content/articles/en/pt/romantic-portuguese-phrases-for-every-occasion.mdx
48,en,pt,8,grammar-guide,portuguese-pronunciation-guide-for-beginners,"Portuguese Pronunciation Guide for Beginners",src/content/articles/en/pt/portuguese-pronunciation-guide-for-beginners.mdx
49,en,pt,9,grammar-guide,portuguese-grammar-basics-for-beginners,"Portuguese Grammar Basics for Beginners",src/content/articles/en/pt/portuguese-grammar-basics-for-beginners.mdx
50,en,pt,10,comparison,is-portuguese-hard-to-learn,"Is Portuguese Hard to Learn?",src/content/articles/en/pt/is-portuguese-hard-to-learn.mdx
51,en,nl,1,how-to-say,how-to-say-i-love-you-in-dutch,"How to Say I Love You in Dutch",src/content/articles/en/nl/how-to-say-i-love-you-in-dutch.mdx
52,en,nl,2,phrases-list,dutch-pet-names-for-your-partner,"Dutch Pet Names for Your Partner",src/content/articles/en/nl/dutch-pet-names-for-your-partner.mdx
53,en,nl,3,phrases-list,essential-dutch-phrases-for-couples,"Essential Dutch Phrases for Couples",src/content/articles/en/nl/essential-dutch-phrases-for-couples.mdx
54,en,nl,4,practical-guide,meeting-your-partners-dutch-family,"Meeting Your Partner's Dutch Family",src/content/articles/en/nl/meeting-your-partners-dutch-family.mdx
55,en,nl,5,phrases-list,dutch-greetings-and-farewells,"Dutch Greetings and Farewells",src/content/articles/en/nl/dutch-greetings-and-farewells.mdx
56,en,nl,6,phrases-list,dutch-date-night-vocabulary,"Dutch Date Night Vocabulary",src/content/articles/en/nl/dutch-date-night-vocabulary.mdx
57,en,nl,7,phrases-list,romantic-dutch-phrases-for-every-occasion,"Romantic Dutch Phrases for Every Occasion",src/content/articles/en/nl/romantic-dutch-phrases-for-every-occasion.mdx
58,en,nl,8,grammar-guide,dutch-pronunciation-guide-for-beginners,"Dutch Pronunciation Guide for Beginners",src/content/articles/en/nl/dutch-pronunciation-guide-for-beginners.mdx
59,en,nl,9,grammar-guide,dutch-grammar-basics-for-beginners,"Dutch Grammar Basics for Beginners",src/content/articles/en/nl/dutch-grammar-basics-for-beginners.mdx
60,en,nl,10,comparison,is-dutch-hard-to-learn,"Is Dutch Hard to Learn?",src/content/articles/en/nl/is-dutch-hard-to-learn.mdx
61,en,pl,1,how-to-say,how-to-say-i-love-you-in-polish,"How to Say I Love You in Polish",src/content/articles/en/pl/how-to-say-i-love-you-in-polish.mdx
62,en,pl,2,phrases-list,polish-pet-names-for-your-partner,"Polish Pet Names for Your Partner",src/content/articles/en/pl/polish-pet-names-for-your-partner.mdx
63,en,pl,3,phrases-list,essential-polish-phrases-for-couples,"Essential Polish Phrases for Couples",src/content/articles/en/pl/essential-polish-phrases-for-couples.mdx
64,en,pl,4,practical-guide,meeting-your-partners-polish-family,"Meeting Your Partner's Polish Family",src/content/articles/en/pl/meeting-your-partners-polish-family.mdx
65,en,pl,5,phrases-list,polish-greetings-and-farewells,"Polish Greetings and Farewells",src/content/articles/en/pl/polish-greetings-and-farewells.mdx
66,en,pl,6,phrases-list,polish-date-night-vocabulary,"Polish Date Night Vocabulary",src/content/articles/en/pl/polish-date-night-vocabulary.mdx
67,en,pl,7,phrases-list,romantic-polish-phrases-for-every-occasion,"Romantic Polish Phrases for Every Occasion",src/content/articles/en/pl/romantic-polish-phrases-for-every-occasion.mdx
68,en,pl,8,grammar-guide,polish-pronunciation-guide-for-beginners,"Polish Pronunciation Guide for Beginners",src/content/articles/en/pl/polish-pronunciation-guide-for-beginners.mdx
69,en,pl,9,grammar-guide,polish-grammar-basics-for-beginners,"Polish Grammar Basics for Beginners",src/content/articles/en/pl/polish-grammar-basics-for-beginners.mdx
70,en,pl,10,comparison,is-polish-hard-to-learn,"Is Polish Hard to Learn?",src/content/articles/en/pl/is-polish-hard-to-learn.mdx
71,en,ru,1,how-to-say,how-to-say-i-love-you-in-russian,"How to Say I Love You in Russian",src/content/articles/en/ru/how-to-say-i-love-you-in-russian.mdx
72,en,ru,2,phrases-list,russian-pet-names-for-your-partner,"Russian Pet Names for Your Partner",src/content/articles/en/ru/russian-pet-names-for-your-partner.mdx
73,en,ru,3,phrases-list,essential-russian-phrases-for-couples,"Essential Russian Phrases for Couples",src/content/articles/en/ru/essential-russian-phrases-for-couples.mdx
74,en,ru,4,practical-guide,meeting-your-partners-russian-family,"Meeting Your Partner's Russian Family",src/content/articles/en/ru/meeting-your-partners-russian-family.mdx
75,en,ru,5,phrases-list,russian-greetings-and-farewells,"Russian Greetings and Farewells",src/content/articles/en/ru/russian-greetings-and-farewells.mdx
76,en,ru,6,phrases-list,russian-date-night-vocabulary,"Russian Date Night Vocabulary",src/content/articles/en/ru/russian-date-night-vocabulary.mdx
77,en,ru,7,phrases-list,romantic-russian-phrases-for-every-occasion,"Romantic Russian Phrases for Every Occasion",src/content/articles/en/ru/romantic-russian-phrases-for-every-occasion.mdx
78,en,ru,8,grammar-guide,russian-pronunciation-guide-for-beginners,"Russian Pronunciation Guide for Beginners",src/content/articles/en/ru/russian-pronunciation-guide-for-beginners.mdx
79,en,ru,9,grammar-guide,russian-grammar-basics-for-beginners,"Russian Grammar Basics for Beginners",src/content/articles/en/ru/russian-grammar-basics-for-beginners.mdx
80,en,ru,10,comparison,is-russian-hard-to-learn,"Is Russian Hard to Learn?",src/content/articles/en/ru/is-russian-hard-to-learn.mdx
81,en,uk,1,how-to-say,how-to-say-i-love-you-in-ukrainian,"How to Say I Love You in Ukrainian",src/content/articles/en/uk/how-to-say-i-love-you-in-ukrainian.mdx
82,en,uk,2,phrases-list,ukrainian-pet-names-for-your-partner,"Ukrainian Pet Names for Your Partner",src/content/articles/en/uk/ukrainian-pet-names-for-your-partner.mdx
83,en,uk,3,phrases-list,essential-ukrainian-phrases-for-couples,"Essential Ukrainian Phrases for Couples",src/content/articles/en/uk/essential-ukrainian-phrases-for-couples.mdx
84,en,uk,4,practical-guide,meeting-your-partners-ukrainian-family,"Meeting Your Partner's Ukrainian Family",src/content/articles/en/uk/meeting-your-partners-ukrainian-family.mdx
85,en,uk,5,phrases-list,ukrainian-greetings-and-farewells,"Ukrainian Greetings and Farewells",src/content/articles/en/uk/ukrainian-greetings-and-farewells.mdx
86,en,uk,6,phrases-list,ukrainian-date-night-vocabulary,"Ukrainian Date Night Vocabulary",src/content/articles/en/uk/ukrainian-date-night-vocabulary.mdx
87,en,uk,7,phrases-list,romantic-ukrainian-phrases-for-every-occasion,"Romantic Ukrainian Phrases for Every Occasion",src/content/articles/en/uk/romantic-ukrainian-phrases-for-every-occasion.mdx
88,en,uk,8,grammar-guide,ukrainian-pronunciation-guide-for-beginners,"Ukrainian Pronunciation Guide for Beginners",src/content/articles/en/uk/ukrainian-pronunciation-guide-for-beginners.mdx
89,en,uk,9,grammar-guide,ukrainian-grammar-basics-for-beginners,"Ukrainian Grammar Basics for Beginners",src/content/articles/en/uk/ukrainian-grammar-basics-for-beginners.mdx
90,en,uk,10,comparison,is-ukrainian-hard-to-learn,"Is Ukrainian Hard to Learn?",src/content/articles/en/uk/is-ukrainian-hard-to-learn.mdx
91,en,tr,1,how-to-say,how-to-say-i-love-you-in-turkish,"How to Say I Love You in Turkish",src/content/articles/en/tr/how-to-say-i-love-you-in-turkish.mdx
92,en,tr,2,phrases-list,turkish-pet-names-for-your-partner,"Turkish Pet Names for Your Partner",src/content/articles/en/tr/turkish-pet-names-for-your-partner.mdx
93,en,tr,3,phrases-list,essential-turkish-phrases-for-couples,"Essential Turkish Phrases for Couples",src/content/articles/en/tr/essential-turkish-phrases-for-couples.mdx
94,en,tr,4,practical-guide,meeting-your-partners-turkish-family,"Meeting Your Partner's Turkish Family",src/content/articles/en/tr/meeting-your-partners-turkish-family.mdx
95,en,tr,5,phrases-list,turkish-greetings-and-farewells,"Turkish Greetings and Farewells",src/content/articles/en/tr/turkish-greetings-and-farewells.mdx
96,en,tr,6,phrases-list,turkish-date-night-vocabulary,"Turkish Date Night Vocabulary",src/content/articles/en/tr/turkish-date-night-vocabulary.mdx
97,en,tr,7,phrases-list,romantic-turkish-phrases-for-every-occasion,"Romantic Turkish Phrases for Every Occasion",src/content/articles/en/tr/romantic-turkish-phrases-for-every-occasion.mdx
98,en,tr,8,grammar-guide,turkish-pronunciation-guide-for-beginners,"Turkish Pronunciation Guide for Beginners",src/content/articles/en/tr/turkish-pronunciation-guide-for-beginners.mdx
99,en,tr,9,grammar-guide,turkish-grammar-basics-for-beginners,"Turkish Grammar Basics for Beginners",src/content/articles/en/tr/turkish-grammar-basics-for-beginners.mdx
100,en,tr,10,comparison,is-turkish-hard-to-learn,"Is Turkish Hard to Learn?",src/content/articles/en/tr/is-turkish-hard-to-learn.mdx
101,en,ro,1,how-to-say,how-to-say-i-love-you-in-romanian,"How to Say I Love You in Romanian",src/content/articles/en/ro/how-to-say-i-love-you-in-romanian.mdx
102,en,ro,2,phrases-list,romanian-pet-names-for-your-partner,"Romanian Pet Names for Your Partner",src/content/articles/en/ro/romanian-pet-names-for-your-partner.mdx
103,en,ro,3,phrases-list,essential-romanian-phrases-for-couples,"Essential Romanian Phrases for Couples",src/content/articles/en/ro/essential-romanian-phrases-for-couples.mdx
104,en,ro,4,practical-guide,meeting-your-partners-romanian-family,"Meeting Your Partner's Romanian Family",src/content/articles/en/ro/meeting-your-partners-romanian-family.mdx
105,en,ro,5,phrases-list,romanian-greetings-and-farewells,"Romanian Greetings and Farewells",src/content/articles/en/ro/romanian-greetings-and-farewells.mdx
106,en,ro,6,phrases-list,romanian-date-night-vocabulary,"Romanian Date Night Vocabulary",src/content/articles/en/ro/romanian-date-night-vocabulary.mdx
107,en,ro,7,phrases-list,romantic-romanian-phrases-for-every-occasion,"Romantic Romanian Phrases for Every Occasion",src/content/articles/en/ro/romantic-romanian-phrases-for-every-occasion.mdx
108,en,ro,8,grammar-guide,romanian-pronunciation-guide-for-beginners,"Romanian Pronunciation Guide for Beginners",src/content/articles/en/ro/romanian-pronunciation-guide-for-beginners.mdx
109,en,ro,9,grammar-guide,romanian-grammar-basics-for-beginners,"Romanian Grammar Basics for Beginners",src/content/articles/en/ro/romanian-grammar-basics-for-beginners.mdx
110,en,ro,10,comparison,is-romanian-hard-to-learn,"Is Romanian Hard to Learn?",src/content/articles/en/ro/is-romanian-hard-to-learn.mdx
111,en,sv,1,how-to-say,how-to-say-i-love-you-in-swedish,"How to Say I Love You in Swedish",src/content/articles/en/sv/how-to-say-i-love-you-in-swedish.mdx
112,en,sv,2,phrases-list,swedish-pet-names-for-your-partner,"Swedish Pet Names for Your Partner",src/content/articles/en/sv/swedish-pet-names-for-your-partner.mdx
113,en,sv,3,phrases-list,essential-swedish-phrases-for-couples,"Essential Swedish Phrases for Couples",src/content/articles/en/sv/essential-swedish-phrases-for-couples.mdx
114,en,sv,4,practical-guide,meeting-your-partners-swedish-family,"Meeting Your Partner's Swedish Family",src/content/articles/en/sv/meeting-your-partners-swedish-family.mdx
115,en,sv,5,phrases-list,swedish-greetings-and-farewells,"Swedish Greetings and Farewells",src/content/articles/en/sv/swedish-greetings-and-farewells.mdx
116,en,sv,6,phrases-list,swedish-date-night-vocabulary,"Swedish Date Night Vocabulary",src/content/articles/en/sv/swedish-date-night-vocabulary.mdx
117,en,sv,7,phrases-list,romantic-swedish-phrases-for-every-occasion,"Romantic Swedish Phrases for Every Occasion",src/content/articles/en/sv/romantic-swedish-phrases-for-every-occasion.mdx
118,en,sv,8,grammar-guide,swedish-pronunciation-guide-for-beginners,"Swedish Pronunciation Guide for Beginners",src/content/articles/en/sv/swedish-pronunciation-guide-for-beginners.mdx
119,en,sv,9,grammar-guide,swedish-grammar-basics-for-beginners,"Swedish Grammar Basics for Beginners",src/content/articles/en/sv/swedish-grammar-basics-for-beginners.mdx
120,en,sv,10,comparison,is-swedish-hard-to-learn,"Is Swedish Hard to Learn?",src/content/articles/en/sv/is-swedish-hard-to-learn.mdx
121,en,no,1,how-to-say,how-to-say-i-love-you-in-norwegian,"How to Say I Love You in Norwegian",src/content/articles/en/no/how-to-say-i-love-you-in-norwegian.mdx
122,en,no,2,phrases-list,norwegian-pet-names-for-your-partner,"Norwegian Pet Names for Your Partner",src/content/articles/en/no/norwegian-pet-names-for-your-partner.mdx
123,en,no,3,phrases-list,essential-norwegian-phrases-for-couples,"Essential Norwegian Phrases for Couples",src/content/articles/en/no/essential-norwegian-phrases-for-couples.mdx
124,en,no,4,practical-guide,meeting-your-partners-norwegian-family,"Meeting Your Partner's Norwegian Family",src/content/articles/en/no/meeting-your-partners-norwegian-family.mdx
125,en,no,5,phrases-list,norwegian-greetings-and-farewells,"Norwegian Greetings and Farewells",src/content/articles/en/no/norwegian-greetings-and-farewells.mdx
126,en,no,6,phrases-list,norwegian-date-night-vocabulary,"Norwegian Date Night Vocabulary",src/content/articles/en/no/norwegian-date-night-vocabulary.mdx
127,en,no,7,phrases-list,romantic-norwegian-phrases-for-every-occasion,"Romantic Norwegian Phrases for Every Occasion",src/content/articles/en/no/romantic-norwegian-phrases-for-every-occasion.mdx
128,en,no,8,grammar-guide,norwegian-pronunciation-guide-for-beginners,"Norwegian Pronunciation Guide for Beginners",src/content/articles/en/no/norwegian-pronunciation-guide-for-beginners.mdx
129,en,no,9,grammar-guide,norwegian-grammar-basics-for-beginners,"Norwegian Grammar Basics for Beginners",src/content/articles/en/no/norwegian-grammar-basics-for-beginners.mdx
130,en,no,10,comparison,is-norwegian-hard-to-learn,"Is Norwegian Hard to Learn?",src/content/articles/en/no/is-norwegian-hard-to-learn.mdx
131,en,da,1,how-to-say,how-to-say-i-love-you-in-danish,"How to Say I Love You in Danish",src/content/articles/en/da/how-to-say-i-love-you-in-danish.mdx
132,en,da,2,phrases-list,danish-pet-names-for-your-partner,"Danish Pet Names for Your Partner",src/content/articles/en/da/danish-pet-names-for-your-partner.mdx
133,en,da,3,phrases-list,essential-danish-phrases-for-couples,"Essential Danish Phrases for Couples",src/content/articles/en/da/essential-danish-phrases-for-couples.mdx
134,en,da,4,practical-guide,meeting-your-partners-danish-family,"Meeting Your Partner's Danish Family",src/content/articles/en/da/meeting-your-partners-danish-family.mdx
135,en,da,5,phrases-list,danish-greetings-and-farewells,"Danish Greetings and Farewells",src/content/articles/en/da/danish-greetings-and-farewells.mdx
136,en,da,6,phrases-list,danish-date-night-vocabulary,"Danish Date Night Vocabulary",src/content/articles/en/da/danish-date-night-vocabulary.mdx
137,en,da,7,phrases-list,romantic-danish-phrases-for-every-occasion,"Romantic Danish Phrases for Every Occasion",src/content/articles/en/da/romantic-danish-phrases-for-every-occasion.mdx
138,en,da,8,grammar-guide,danish-pronunciation-guide-for-beginners,"Danish Pronunciation Guide for Beginners",src/content/articles/en/da/danish-pronunciation-guide-for-beginners.mdx
139,en,da,9,grammar-guide,danish-grammar-basics-for-beginners,"Danish Grammar Basics for Beginners",src/content/articles/en/da/danish-grammar-basics-for-beginners.mdx
140,en,da,10,comparison,is-danish-hard-to-learn,"Is Danish Hard to Learn?",src/content/articles/en/da/is-danish-hard-to-learn.mdx
141,en,cs,1,how-to-say,how-to-say-i-love-you-in-czech,"How to Say I Love You in Czech",src/content/articles/en/cs/how-to-say-i-love-you-in-czech.mdx
142,en,cs,2,phrases-list,czech-pet-names-for-your-partner,"Czech Pet Names for Your Partner",src/content/articles/en/cs/czech-pet-names-for-your-partner.mdx
143,en,cs,3,phrases-list,essential-czech-phrases-for-couples,"Essential Czech Phrases for Couples",src/content/articles/en/cs/essential-czech-phrases-for-couples.mdx
144,en,cs,4,practical-guide,meeting-your-partners-czech-family,"Meeting Your Partner's Czech Family",src/content/articles/en/cs/meeting-your-partners-czech-family.mdx
145,en,cs,5,phrases-list,czech-greetings-and-farewells,"Czech Greetings and Farewells",src/content/articles/en/cs/czech-greetings-and-farewells.mdx
146,en,cs,6,phrases-list,czech-date-night-vocabulary,"Czech Date Night Vocabulary",src/content/articles/en/cs/czech-date-night-vocabulary.mdx
147,en,cs,7,phrases-list,romantic-czech-phrases-for-every-occasion,"Romantic Czech Phrases for Every Occasion",src/content/articles/en/cs/romantic-czech-phrases-for-every-occasion.mdx
148,en,cs,8,grammar-guide,czech-pronunciation-guide-for-beginners,"Czech Pronunciation Guide for Beginners",src/content/articles/en/cs/czech-pronunciation-guide-for-beginners.mdx
149,en,cs,9,grammar-guide,czech-grammar-basics-for-beginners,"Czech Grammar Basics for Beginners",src/content/articles/en/cs/czech-grammar-basics-for-beginners.mdx
150,en,cs,10,comparison,is-czech-hard-to-learn,"Is Czech Hard to Learn?",src/content/articles/en/cs/is-czech-hard-to-learn.mdx
151,en,el,1,how-to-say,how-to-say-i-love-you-in-greek,"How to Say I Love You in Greek",src/content/articles/en/el/how-to-say-i-love-you-in-greek.mdx
152,en,el,2,phrases-list,greek-pet-names-for-your-partner,"Greek Pet Names for Your Partner",src/content/articles/en/el/greek-pet-names-for-your-partner.mdx
153,en,el,3,phrases-list,essential-greek-phrases-for-couples,"Essential Greek Phrases for Couples",src/content/articles/en/el/essential-greek-phrases-for-couples.mdx
154,en,el,4,practical-guide,meeting-your-partners-greek-family,"Meeting Your Partner's Greek Family",src/content/articles/en/el/meeting-your-partners-greek-family.mdx
155,en,el,5,phrases-list,greek-greetings-and-farewells,"Greek Greetings and Farewells",src/content/articles/en/el/greek-greetings-and-farewells.mdx
156,en,el,6,phrases-list,greek-date-night-vocabulary,"Greek Date Night Vocabulary",src/content/articles/en/el/greek-date-night-vocabulary.mdx
157,en,el,7,phrases-list,romantic-greek-phrases-for-every-occasion,"Romantic Greek Phrases for Every Occasion",src/content/articles/en/el/romantic-greek-phrases-for-every-occasion.mdx
158,en,el,8,grammar-guide,greek-pronunciation-guide-for-beginners,"Greek Pronunciation Guide for Beginners",src/content/articles/en/el/greek-pronunciation-guide-for-beginners.mdx
159,en,el,9,grammar-guide,greek-grammar-basics-for-beginners,"Greek Grammar Basics for Beginners",src/content/articles/en/el/greek-grammar-basics-for-beginners.mdx
160,en,el,10,comparison,is-greek-hard-to-learn,"Is Greek Hard to Learn?",src/content/articles/en/el/is-greek-hard-to-learn.mdx
161,en,hu,1,how-to-say,how-to-say-i-love-you-in-hungarian,"How to Say I Love You in Hungarian",src/content/articles/en/hu/how-to-say-i-love-you-in-hungarian.mdx
162,en,hu,2,phrases-list,hungarian-pet-names-for-your-partner,"Hungarian Pet Names for Your Partner",src/content/articles/en/hu/hungarian-pet-names-for-your-partner.mdx
163,en,hu,3,phrases-list,essential-hungarian-phrases-for-couples,"Essential Hungarian Phrases for Couples",src/content/articles/en/hu/essential-hungarian-phrases-for-couples.mdx
164,en,hu,4,practical-guide,meeting-your-partners-hungarian-family,"Meeting Your Partner's Hungarian Family",src/content/articles/en/hu/meeting-your-partners-hungarian-family.mdx
165,en,hu,5,phrases-list,hungarian-greetings-and-farewells,"Hungarian Greetings and Farewells",src/content/articles/en/hu/hungarian-greetings-and-farewells.mdx
166,en,hu,6,phrases-list,hungarian-date-night-vocabulary,"Hungarian Date Night Vocabulary",src/content/articles/en/hu/hungarian-date-night-vocabulary.mdx
167,en,hu,7,phrases-list,romantic-hungarian-phrases-for-every-occasion,"Romantic Hungarian Phrases for Every Occasion",src/content/articles/en/hu/romantic-hungarian-phrases-for-every-occasion.mdx
168,en,hu,8,grammar-guide,hungarian-pronunciation-guide-for-beginners,"Hungarian Pronunciation Guide for Beginners",src/content/articles/en/hu/hungarian-pronunciation-guide-for-beginners.mdx
169,en,hu,9,grammar-guide,hungarian-grammar-basics-for-beginners,"Hungarian Grammar Basics for Beginners",src/content/articles/en/hu/hungarian-grammar-basics-for-beginners.mdx
170,en,hu,10,comparison,is-hungarian-hard-to-learn,"Is Hungarian Hard to Learn?",src/content/articles/en/hu/is-hungarian-hard-to-learn.mdx
